term,aliases,category,definition,source_name,source_url
펀더멘털,[],거시경제,"펀더멘털은 국가나 기업의 재정 상태를 가늠할 수 있는 기초 경제 여건을 뜻합니다. 해당 주체의 재정이나 경영 상태가 얼마나 안정적인지를 보여주는 지표로 활용됩니다. 국가는 거시경제지표를 종합해 평가하고, 기업은 재무상태, 경영환경, 업황 등을 고려해 판단합니다. 뉴스나 리포트에서 기업의 본질적인 가치를 분석할 때 주로 언급됩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
펀드,[],ETF/펀드,"펀드는 다수의 투자자로부터 모은 자금을 자산운용사가 주식, 채권, 부동산 등에 대신 투자하고 그 결과를 돌려주는 금융 상품입니다. 운용 방식이나 모집 형태에 따라 종류가 다양하며, 투자 대상에 따라 위험도와 기대 수익이 달라집니다. 예를 들어 선진국 투자 펀드는 상대적으로 위험과 기대 수익이 낮은 편이나, 신흥국 투자 펀드는 그 반대의 특성을 보이기도 합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
펀드 매니저,[],ETF/펀드,"펀드 매니저는 투자 신탁의 재산을 관리하고 운용하는 전문가를 말합니다. 포트폴리오 매니저라고도 불리며, 펀드의 자산을 어디에 투자할지 결정하고 운용하는 권한을 가집니다. 펀드 매니저의 역량이나 인지도가 해당 펀드의 인기에 큰 영향을 미치기도 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
펀드보수,[],ETF/펀드,"펀드보수는 투자자의 자금을 운용하고 관리해 주는 대가로 지불하는 비용입니다. 펀드 수익률의 기준이 되는 기준가에 이미 반영되어 있어 투자자가 별도로 내지 않으며, 가입 채널이나 클래스에 따라 보수율이 다를 수 있습니다. 펀드보수에는 자산운용사에 내는 운용보수, 판매사에 내는 판매보수, 자산 보관을 맡는 수탁사에 내는 수탁보수, 사무 처리를 담당하는 일반사무관리회사에 내는 사무관리보수 등이 포함됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
펀드수수료,[],ETF/펀드,"펀드수수료는 펀드를 매입하거나 환매할 때 일회성으로 지불하는 비용입니다. 가입 채널이나 클래스에 따라 수수료가 다를 수 있습니다. 매입 시점에 지불하는 선취수수료, 환매 시점에 지불하는 후취수수료가 있으며, 단기 환매로 인한 운용 불안정을 방지하기 위해 특정 기간 내 환매 시 부과하는 환매수수료가 포함됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
펀드평가금액,[],ETF/펀드,"펀드평가금액은 투자자가 보유한 펀드 좌수의 현재 가치를 나타내는 금액입니다. 총 보유좌수에 현재 기준가격을 곱한 뒤 1,000으로 나누어 계산합니다. 투자자가 처음 매입한 금액이 아니라, 현재 시점의 펀드 가치가 얼마인지를 보여주는 지표로 활용됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
평가손익,[],가격/차트,평가손익은 주식을 매수한 금액과 현재 가격의 차이로 발생하는 이익이나 손실에 수수료와 세금을 반영한 금액입니다. 주가 화면에서 보유 종목의 성과를 확인할 때 주로 사용됩니다. 수수료와 제세금이 포함되기 때문에 매수가와 현재가가 같더라도 평가손익은 마이너스로 표시될 수 있습니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
평균단가,[],거래/주문/결제,"평균단가는 주식을 매수하는 데 들인 총 금액을 전체 수량으로 나누어 산출한 한 주당 평균 가격입니다. 주식 잔고 화면에서 보유 종목의 수익률을 확인하거나 투자 현황을 파악하는 기준이 됩니다. 주가가 낮을 때 더 많은 수량을 매수하면 평균단가가 낮아지는 효과가 있으며, 시장 상황에 따라 보유 주식의 단가를 조절하는 지표로 활용됩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
평균배당수익율,[],배당/주주환원,"평균배당수익률은 여러 종목의 배당수익률을 평균한 값입니다. 주식 시장 전체의 배당 흐름을 파악하거나 개별 종목의 배당 수준이 어느 정도인지 가늠할 때 주로 활용됩니다. 계산 방식에 따라 단순평균과 가중평균으로 구분하는데, 단순평균은 대상 종목의 1주당 배당금 합계를 주가 합계로 나누어 구합니다. 가중평균은 상장 주식 수를 고려하여 배당금 총액을 시가총액으로 나누어 산출하며, 시장 전체의 배당 수익 수준을 보여주는 지표로 쓰입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
평균손익,[],가격/차트,평균손익은 매수한 주식의 가격과 수량을 바탕으로 계산한 평가 손익을 평균하여 백분율로 나타낸 지표입니다. 주식 잔고 화면 등에서 현재 보유 중인 종목의 수익이나 손실 상태를 확인하는 용도로 쓰입니다. 여러 번에 걸쳐 주식을 매수했더라도 전체 보유 수량에 대한 평균적인 성과를 파악할 수 있게 도와줍니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
폐쇄형,[],ETF/펀드,"폐쇄형은 펀드 운용 기간 중에 투자자가 운용사에 직접 환매를 요구할 수 없는 형태의 펀드를 뜻합니다. 주로 펀드나 ETF의 상품 설명에서 중도환매가 제한되는 특성을 설명할 때 사용됩니다. 투자자가 원할 때 언제든 자금을 회수할 수 있는 개방형과 대비되는 개념으로, 공시나 상품 안내서에서 환매 조건을 확인할 때 쓰이는 용어입니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
폐쇄형 투자신탁,[],ETF/펀드,"폐쇄형 투자신탁은 투자자가 운용사에 대해 중도 해약이나 환매를 요구할 수 없는 형태의 투자신탁입니다. 영국형 투자신탁이라고도 불리며, 회사형 투자신탁의 대표적인 형태 중 하나입니다. 투자자의 해약 요청에 따른 자산 매각 압박이 없으므로 운용의 안정성을 확보할 수 있다는 특징이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
포괄주의,[],재무/회계,"포괄주의는 정상적인 영업 활동에서 발생한 수익과 비용뿐만 아니라, 비정상적인 활동으로 인한 이익과 손실까지 모두 이익 결정 요인에 포함하는 방식입니다. 재무제표 등에서 기업의 전체적인 성과를 측정할 때 사용되는 개념으로, 영업 성과만을 중시하는 당기실적주의와는 반대되는 관점을 취합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
포워드 마진,[],채권/금리/환율,"포워드 마진은 선물환율과 현물환율의 차이를 나타내는 지표입니다. 선물환율을 표시할 때 전체 환율을 그대로 적는 대신, 현물환율과의 차이만을 따로 떼어 표시하는 방식을 말합니다. 시장에서는 이를 스왑포인트(points)나 핍(pips)이라고도 부르며, 환율 변동이나 금리 차이를 분석하는 뉴스나 리포트에서 주로 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
포트폴리오,[],주식 기초,"포트폴리오는 위험을 줄이고 수익을 얻기 위해 여러 종목이나 자산에 나누어 투자하는 방법을 뜻합니다. '계란을 한 바구니에 담지 마라'는 격언처럼 특정 종목이나 자산에 집중하지 않고 분산하는 것이 핵심입니다. 주식 시장 내 종목 구성뿐만 아니라 펀드, 부동산 등 다양한 투자처를 조합하는 방식도 포트폴리오에 해당합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
포트폴리오 베타,[],투자지표/밸류에이션,"포트폴리오 베타는 시장 전체의 변동과 비교하여 포트폴리오의 가격이 얼마나 민감하게 움직이는지를 나타내는 지표입니다. 시장수익률이 변할 때 포트폴리오의 수익률이 변하는 비율을 의미하며, 이를 통해 시장 전체의 흐름과 관련된 체계적 위험을 가늠할 수 있습니다. 베타계수가 클수록 시장 상황이나 경기 변동에 더 민감하게 반응한다는 뜻이므로, 포트폴리오의 변동성 수준을 파악할 때 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
포트폴리오 보험,[],파생/구조화상품,"포트폴리오 보험은 투자 자산의 가치가 일정 수준 이하로 떨어지지 않도록 보호하면서 상승장의 수익도 함께 얻으려는 자산관리 기법입니다. 헷징의 한 유형으로, 약세장에서는 포트폴리오를 가격 하락 위험으로부터 방어하고 강세장에서는 주가 상승에 따른 이익을 누리는 것을 목표로 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
포트폴리오 이론,[],주식 기초,포트폴리오 이론은 분산 투자를 기본으로 하여 수리적으로 체계화된 증권 투자 이론을 통칭하는 말입니다. 주로 대규모 펀드 운용이나 투자 리포트에서 자산 배분 전략을 설명할 때 사용됩니다. 현대 포트폴리오 이론(MPT)을 비롯해 마코위츠의 이론을 발전시킨 CAPM(자본 자산 평가 모델)이나 APT(재정 가격 이론) 등이 대표적인 이론으로 꼽힙니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
표면 수익률,[],배당/주주환원,"표면 수익률은 증자 등 기업 행위에 따른 주가 변동을 고려하지 않고, 현재 주가를 기준으로 계산한 배당 수익률을 의미합니다. 증자 후의 예상 배당을 고려하는 방식과 대비되는 개념으로, 일반적인 수익률 계산과 같이 현재 시점의 주가로 나누어 구합니다. 배당 관련 공시나 리포트에서 현재 주가 대비 배당금의 수준을 파악할 때 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
표면 이률,[],채권/금리/환율,"표면 이율은 CD(양도성예금증서) 발행 시 지급하기로 약속한 이자율을 뜻합니다. 흔히 이자율이라고도 부르며, 발행 시점에 정해진 이율에 따라 이자가 지급됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
표면금리,[],채권/금리/환율,"표면금리는 채권의 액면금액에 대해 1년 동안 지급되는 이자의 비율을 뜻합니다. '쿠폰 레이트'라고도 불리며, 채권 발행 시 정해진 이자 지급 조건을 나타냅니다. 투자자가 채권을 보유하는 동안 정기적으로 받는 이자 금액을 결정하는 기준이 됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
표준비율,[],재무/회계,"표준비율은 재무 분석 등에서 비교 기준이 되는 비율을 말합니다. 동종 기업의 평균 실적이나 해당 기업의 과거 평균, 또는 달성 가능한 목표치 등을 기준으로 삼습니다. 특정 기업의 재무 상태나 성과가 적정한 수준인지 가늠할 때 지표로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
표지 팩터링 어음,[],채권/금리/환율,"표지 팩터링 어음은 투자금융회사가 기업으로부터 확보한 진성어음의 액면을 통합하거나 분할하여, 금융회사의 명의로 다시 발행하는 어음입니다. 기업이 상거래를 통해 받은 어음을 금융회사가 매입한 뒤, 이를 바탕으로 새로운 어음을 만들어 시중에 유통하는 방식입니다. 주로 단기 금융 상품이나 채권 관련 맥락에서 언급됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
표지어음,[],채권/금리/환율,"표지어음은 금융기관이 기업어음, 무역어음 등을 근거로 자체 발행하여 일반 투자자에게 판매하는 어음입니다. 기업의 자금 조달을 목적으로 발행된 어음들을 바탕으로 금융기관이 별도의 어음을 만들어 유통하는 방식입니다. 주로 금리나 채권 시장의 자금 흐름을 다루는 맥락에서 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
풋백옵션,[],공시/기업행위,"풋백옵션은 기업 인수나 합병 시 주식이나 실물 자산을 인수한 투자자가 일정한 가격에 다시 되팔 수 있는 권리를 뜻합니다. 주로 공시나 뉴스에서 기업 간 거래 조건을 설명할 때 등장하며, 투자자가 인수한 자산을 특정 시점에 약속된 가격으로 처분할 수 있는 장치로 활용됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
풋옵션,[],파생/구조화상품,"풋옵션은 정해진 가격에 자산을 팔 수 있는 권리를 뜻합니다. 주가지수옵션 거래 등에서 결제가격이 미리 정한 행사가격보다 낮을 때, 옵션을 산 사람이 그 차액을 받을 수 있는 구조입니다. 주로 시장 하락에 대비하거나 위험을 관리하는 맥락에서 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
프라임 레이트,[],채권/금리/환율,프라임 레이트는 신용도가 가장 높은 최우량 기업에 적용되는 우대금리입니다. 은행의 평균 자금조달비용에 적정한 예대마진 등을 고려하여 산정됩니다. 금리 관련 뉴스나 리포트에서 대출 금리의 기준이 되는 지표로 언급됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
프로그램매매,"[""프로그램 매매""]",수급/투자자,"프로그램매매는 컴퓨터 프로그램을 통해 여러 종목을 일괄적으로 동시에 거래하는 기법입니다. 국내 시장에서는 코스피200이나 코스닥150 등 주요 종목 중 15개 이상을 한꺼번에 거래하는 경우를 프로그램매매로 규정합니다. 주로 대규모 자금을 운용하는 기관이나 외국인 투자자가 사용하며, 시장의 수급 흐름을 파악하는 주요 지표로 활용됩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
"프로그램매매호가 효력정지 (사이드카, Sidecar)",[],거래/주문/결제,"프로그램매매호가 효력정지(사이드카)는 시장 상황이 급변할 때 프로그램 매매 호가를 일시적으로 멈춰 시장 충격을 완화하는 제도입니다. 코스피200 선물 가격이 5% 이상 변동하거나, 코스닥150 선물(6% 이상) 및 지수(3% 이상)가 급격히 변동하여 1분간 지속될 때 발동됩니다. 발동 시 5분간 프로그램 매매 호가 효력이 정지되며, 모든 거래를 중단하는 서킷브레이커와 달리 자동 거래인 프로그램 매매만 제한한다는 점이 특징입니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
프리미엄 풋,[],채권/금리/환율,"프리미엄 풋은 전환사채(CB) 등의 채권 투자자가 미래의 특정 시점에 원금에 일정한 프리미엄을 더한 가격으로 상환을 요구할 수 있는 권리를 뜻합니다. 채권 매입자에게 부여되는 권리로, 주식 전환을 선택하지 않을 경우를 대비해 상환 조건을 강화한 형태입니다. 주로 기업이 채권을 발행할 때 투자자를 모집하기 위한 조건 중 하나로 공시나 리포트 등에서 언급됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
프리미엄채,[],채권/금리/환율,"프리미엄채는 액면가보다 높은 가격에 발행된 채권을 의미합니다. 만기에 돌려받는 원금보다 비싼 가격으로 발행되었기 때문에, 만기 시 원금을 상환받을 때 발행가 대비 손실이 발생하게 됩니다. 채권 투자 시 액면가와 발행가의 차이를 확인하는 맥락에서 주로 사용됩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
피보나치수열,[],가격/차트,"피보나치수열은 앞선 두 숫자의 합이 다음 숫자가 되는 수열(1, 2, 3, 5, 8, 13, 21...)을 뜻합니다. 주식 시장에서는 주가 파동이 이 수열의 황금비율(1:1.618)에 따라 움직인다는 엘리오트 파동이론의 근거로 활용됩니다. 주로 차트 분석 시 주가의 변동 폭이나 흐름을 파악하는 도구로 언급되지만, 수열의 비율이 주가와 항상 일치하는 것은 아니므로 해석에 유의해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
피셔 효과,[],채권/금리/환율,피셔 효과는 명목금리가 실질금리와 예상 인플레이션율의 합과 같다는 이론입니다. 시중 금리가 투자자가 기대하는 실제 수익률과 향후 물가가 오를 것이라는 예상을 모두 반영하여 결정된다는 점을 설명합니다. 주로 금리 전망이나 채권 시장의 흐름을 다루는 뉴스 및 리포트에서 인플레이션과 금리의 관계를 설명할 때 사용됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
필립스곡선,[],거시경제,"필립스곡선은 실업률과 물가상승률(또는 임금상승률) 사이의 상충관계를 나타내는 곡선입니다. 실업률이 낮아지면 물가가 오르고, 실업률이 높아지면 물가가 낮아지는 경향을 보여줍니다. 거시경제 지표를 분석하거나 정부의 재정·금융 정책 효과를 설명하는 뉴스나 리포트에서 주로 인용됩니다. 다만, 물가와 실업률이 동시에 높아지는 스태그플레이션 상황에서는 이 관계가 성립하지 않을 수 있다는 한계가 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
필터,[],가격/차트,"필터는 주가가 최고점에서 일정 비율 하락하거나 최저점에서 일정 비율 상승할 때를 추세 변화의 신호로 보는 기술적 분석 기법입니다. 주가의 단기적인 변동은 설정한 필터 범위 내에서 움직이지만, 이 범위를 벗어나면 장기적인 상승 또는 하락 추세가 형성된다고 가정합니다. 차트 분석에서 주가 흐름의 유의미한 변화를 판단하는 기준으로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
핏셔효과,[],거시경제,"핏셔효과는 명목금리가 실질수익률과 예상 인플레이션율의 합과 같다는 경제 이론입니다. 거시경제 뉴스나 리포트에서 환율 변동을 예측할 때 주로 활용됩니다. 자본 이동이 자유로운 환경에서는 전 세계의 실질수익률이 동일해지므로, 국가 간 명목금리의 차이는 결국 각국의 인플레이션 예상치 차이에서 비롯된다고 설명합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
하계주,[],주식 기초,"하계주는 여름철 수요가 늘어나는 제품이나 서비스를 제공하는 기업의 주식을 뜻합니다. 에어컨, 선풍기 같은 가전제품이나 맥주, 음료, 빙과류를 만드는 식음료 기업이 대표적입니다. 주로 날씨가 더워지는 봄부터 여름 사이에 시장의 관심을 받는 특징이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
하드론,[],채권/금리/환율,"하드론은 외국에서 빌려온 자금(차관) 중 상환 기간이 짧고 금리가 높아 조건이 까다로운 차관을 뜻합니다. 주로 미 달러화와 같이 자유롭게 교환할 수 있는 경화(Hard Currency)로 갚아야 하는 차관에서 유래했습니다. 대개 상업적인 목적의 민간 차관이 많으며, 상환 기간이 10년 미만이거나 금리가 상대적으로 높은 특징이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
하락매입,[],거래/주문/결제,하락매입은 주가가 하락하는 경우에만 매수하도록 설정하는 주문 형태를 뜻합니다. 주로 단기적인 하락 국면에서 주식을 확보하려는 목적으로 활용됩니다. 주가 흐름에 따라 주문 체결 여부가 달라질 수 있다는 점을 고려해야 합니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
하방경직성,[],가격/차트,"하방경직성은 주가나 물가 등이 특정 수준 이하로 잘 떨어지지 않으려는 성질을 뜻합니다. 주로 주가 차트나 시장 분석 리포트에서 주가가 하락 압력을 받음에도 특정 가격대를 유지하는 현상을 설명할 때 쓰입니다. 하방경직성이 나타난다고 해서 주가가 더 이상 떨어지지 않는다고 단정할 수는 없으며, 시장 상황에 따라 변동될 수 있습니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
하이테크 주,[],주식 기초,"하이테크 주는 인공지능(AI), 마이크로 일렉트로닉스, 바이오 테크놀러지, 신소재 등 첨단 기술 산업에 속한 기업의 주식을 말합니다. 컴퓨터, 유전공학, 탄소 섬유와 같이 수익성과 성장성이 높은 분야를 포함하며, 시장에서 인기가 높은 종목군을 일컫습니다. 주로 뉴스나 리포트에서 미래 성장 산업을 분류할 때 사용되는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
하향직각 삼각형,[],가격/차트,"하향직각 삼각형은 주가 차트에서 저점은 일정하게 유지되지만 고점은 점차 낮아지는 형태의 패턴입니다. 매도세가 강해지며 고점이 낮아지는 반면, 특정 가격대에서 매수세가 유입되어 수평 지지선이 형성될 때 나타납니다. 매도자가 주식에 대한 평가를 점차 낮추는 과정으로 해석하며, 패턴이 진행되는 동안 거래량은 줄어들다가 완성된 이후에는 늘어나는 경향이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
한계기업,[],재무/회계,한계기업은 임금 상승이나 기술 변화 등 경제 여건이 바뀌면서 경쟁력을 잃고 성장이 어려워진 기업을 말합니다. 산업 구조조정 과정에서 인력이나 자금이 더 효율적인 곳으로 흘러가도록 정리되어야 할 대상으로 언급되기도 합니다. 주로 기업의 생존 가능성과 재무 건전성을 판단하는 맥락에서 사용됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
한계예대율 (marginal loan-deposit ratio),[],거시경제,"한계예대율은 일정 기간 동안 늘어난 예금액 대비 대출금이 얼마나 늘어났는지를 나타내는 비율입니다. 전 분기나 전년 대비 증가분을 비교하는 방식으로 나뉘며, 금융 시장의 상황을 민감하게 반영하는 지표로 쓰입니다. 경기 동향을 파악할 때 중요하게 활용되지만, 이 수치만으로 시장의 방향성을 단정하기보다는 전반적인 경제 흐름과 함께 살펴야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
한계지급준비율,[],거시경제,한계지급준비율은 특정 시점의 예금 수준을 기준으로 그보다 늘어난 예금액에 대해 더 높은 지급준비율을 부과하는 제도입니다. 은행의 예금 규모를 억제하여 시중 통화량을 조절하는 정책 수단으로 쓰입니다. 우리나라에서는 과거 일정 수준 이상의 예금 증가액에 대해 높은 비율의 지급준비금을 중앙은행에 예치하도록 하는 방식으로 실시된 적이 있습니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
한국금융투자협회 펀드코드,[],ETF/펀드,한국금융투자협회 펀드코드는 투자자가 펀드(집합투자기구)의 명칭과 관련 정보를 조회할 수 있도록 한국금융투자협회가 부여하는 5자리의 고유 번호입니다. 펀드 정보를 검색하거나 공시 자료를 확인할 때 특정 펀드를 식별하는 용도로 사용됩니다.,iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
한국증권예탁원,[],거래/주문/결제,"한국증권예탁원은 주식 시장에서 매매가 이루어진 뒤 실제 결제 업무를 담당하는 기관입니다. 실물 증권을 직접 주고받는 대신 예탁원에 등록된 계좌 간에 소유권을 옮기는 방식으로 결제를 처리하며, 증권을 집중적으로 예탁받아 관리합니다. 주식 거래 후 실제 결제가 완료되는 과정에서 핵심적인 역할을 수행합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
한월,[],파생/구조화상품,"한월은 선물거래에서 매매계약의 만기가 되어 해당 상품이 인도되는 달을 뜻합니다. 인도월 또는 계약월이라고도 불리며, 일반적으로 3, 6, 9, 12월 등 3개월 단위로 설정됩니다. 각 결제월물은 최종거래월이 지나면 상장폐지되고 새로운 결제월물이 신규 상장되어 순환되는 특징이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
한정의견,[],재무/회계,"한정의견은 감사인이 기업의 재무제표를 감사한 결과, 회계 처리가 기업회계원칙에 어긋나거나 원칙이 계속적으로 적용되지 않았을 때 표시하는 의견입니다. 주로 감사보고서나 공시에서 기업의 재무 정보를 확인할 때 쓰입니다. 재무제표의 일부 항목에 문제가 있음을 의미하므로, 해당 의견이 나온 배경과 사유를 함께 검토해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
할당관세,[],거시경제,"할당관세는 물자 수급을 원활하게 하기 위해 특정 물품의 관세율을 한시적으로 낮추거나 높이는 제도입니다. 국내 물가가 급등할 때 관세를 낮춰 수입을 늘리거나, 반대로 과도한 수입으로 가격이 폭락할 때 관세를 높여 수급을 조절합니다. 기본세율의 40% 범위 내에서 운용하며, 특정 기간이나 수입 수량을 정해두는 것이 특징입니다. 주로 원자재나 생필품 가격 안정 대책과 관련된 뉴스에서 자주 접할 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
할인율,[],채권/금리/환율,할인율은 만기가 되지 않은 채권의 현재 가치를 계산할 때 적용하는 이자율입니다. 미래에 받을 금액에서 만기까지의 이자를 차감하여 현재의 가치를 산출할 때 사용합니다. 일반적으로 위험이 클수록 미래 자산의 가치가 불확실해지기 때문에 할인율이 더 높게 설정되는 특징이 있습니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
할인채,[],채권/금리/환율,"할인채는 만기에 돌려받는 원금보다 낮은 가격으로 발행되는 채권입니다. 정기적인 이자를 지급하는 대신 처음부터 할인된 가격으로 발행하며, 만기에 원금을 전액 상환받을 때 그 차액만큼 수익이 발생하는 구조입니다. 채권 시장이나 투자 상품 설명에서 발행 방식에 따른 채권 종류를 구분할 때 주로 사용됩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
합명회사,[],재무/회계,"합명회사는 모든 사원이 회사의 채무에 대해 직접적이고 무한한 책임을 지는 형태의 회사입니다. 정관에 별도의 정함이 없다면 각 사원이 회사의 업무를 집행하고 대표할 권한을 가집니다. 재산뿐만 아니라 노무나 신용으로도 출자할 수 있으며, 파산이나 합병, 총사원의 동의 등 정해진 사유가 발생하면 해산 절차를 밟게 됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
합병,[],공시/기업행위,"합병은 두 개 이상의 기업이 법률적으로 하나의 기업이 되는 것을 의미합니다. 기존 기업이 다른 기업을 흡수하여 한 곳만 남는 흡수합병과, 새로운 회사를 세우는 신설합병으로 나뉩니다. 기업 공시에서 자주 볼 수 있는 주요 의사결정 사항이며, 주주총회의 특별 결의를 거쳐야 하는 등 법적 절차를 필요로 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
합병교부금,[],공시/기업행위,합병교부금은 기업 합병 과정에서 사라지는 회사의 주주에게 지급되는 현금을 의미합니다. 합병비율을 조정하거나 배당 성격의 대금을 지급할 목적으로 활용됩니다. 공시나 기업 행위 관련 소식에서 합병 조건의 일부로 언급됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
합병비율,[],공시/기업행위,"합병비율은 기업이 합병할 때 사라지는 회사의 주식과 존속하거나 새로 생기는 회사의 주식을 교환하는 비율을 뜻합니다. 합병계약서의 필수 기재 사항이며, 비율이 1:1인 경우를 대등합병, 그렇지 않은 경우를 비대등합병이라고 부릅니다. 사라지는 회사로부터 인수한 1주당 순재산액과 합병으로 발행되는 신주의 평가액을 기준으로 결정됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
합병차익,[],재무/회계,"합병차익은 기업 합병 과정에서 소멸하는 회사의 순자산액이 합병을 위해 지급한 금액과 자본증가액을 초과할 때 발생하는 차익입니다. 합병잉여금이라고도 하며, 재무제표상 자본준비금으로 적립하는 것이 원칙입니다. 다만, 소멸회사의 이익이 자본준비금으로 전환되어 배당 재원이 줄어드는 것을 방지하기 위해 일부 금액은 적립하지 않을 수 있도록 허용하고 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
합성거래기법,[],파생/구조화상품,"합성거래기법은 자산이나 부채를 효율적으로 관리하기 위해 다양한 금융 기법과 위험 관리 수단을 결합하여 사용하는 방식입니다. 기존 개별 금융 상품의 특성을 연결해 새로운 형태의 구조를 만드는 것이 특징이며, 투자 수익률 제고나 조달 비용 절감 등을 목적으로 활용됩니다. 과거에는 주로 대형 금융기관이나 대기업이 이용했으나, 최근에는 위험 관리 기법의 발달과 거래 단위의 소액화로 중소기업이나 소액 투자자들까지 활용 범위가 확대되고 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
